           halfwidth 	                   dw 	                kappa 	           Difference 
   1.000000000000000 	    0.012500000000000 	    0.031250000000000 	    0.093422103045551 
   1.050000000000000 	    0.013125000000000 	    0.032812500000000 	    0.089440947417937 
   1.100000000000000 	    0.013750000000000 	    0.034375000000000 	    0.085789108995493 
   1.150000000000000 	    0.014375000000000 	    0.035937500000000 	    0.082429656373305 
   1.200000000000000 	    0.015000000000000 	    0.037500000000000 	    0.079330217478860 
   1.250000000000000 	    0.015625000000000 	    0.039062500000000 	    0.076461045262919 
   1.300000000000000 	    0.016250000000000 	    0.040625000000000 	    0.073795634194682 
   1.350000000000000 	    0.016875000000000 	    0.042187500000000 	    0.071311798582474 
   1.400000000000000 	    0.017500000000000 	    0.043750000000000 	    0.068991550545926 
   1.450000000000000 	    0.018125000000000 	    0.045312500000000 	    0.066819872813684 
   1.500000000000000 	    0.018750000000000 	    0.046875000000000 	    0.064783348668283 
   1.550000000000000 	    0.019375000000000 	    0.048437500000000 	    0.062869495014092 
   1.600000000000000 	    0.020000000000000 	    0.050000000000000 	    0.061066815642117 
   1.650000000000000 	    0.020625000000000 	    0.051562500000000 	    0.059365196708762 
   1.700000000000000 	    0.021250000000000 	    0.053125000000000 	    0.057755973789266 
   1.750000000000000 	    0.021875000000000 	    0.054687500000000 	    0.056231754290302 
   1.800000000000000 	    0.022500000000000 	    0.056250000000000 	    0.054785994447764 
   1.850000000000000 	    0.023125000000000 	    0.057812500000000 	    0.053412671174486 
   1.900000000000000 	    0.023750000000000 	    0.059375000000000 	    0.052106241842982 
   1.950000000000000 	    0.024375000000000 	    0.060937500000000 	    0.050861689969822 
   2.000000000000000 	    0.025000000000000 	    0.062500000000000 	    0.049674577669479 
   2.050000000000000 	    0.025625000000000 	    0.064062500000000 	    0.048540987010159 
   2.100000000000000 	    0.026250000000000 	    0.065625000000000 	    0.047457342352950 
   2.150000000000000 	    0.026875000000000 	    0.067187500000000 	    0.046420354464049 
   2.200000000000000 	    0.027500000000000 	    0.068750000000000 	    0.045426927629765 
   2.250000000000000 	    0.028125000000000 	    0.070312500000000 	    0.044474171126234 
   2.300000000000000 	    0.028750000000000 	    0.071875000000000 	    0.043559507980202 
   2.350000000000000 	    0.029375000000000 	    0.073437500000000 	    0.042680585923777 
   2.400000000000000 	    0.030000000000000 	    0.075000000000000 	    0.041835295885422 
   2.450000000000000 	    0.030625000000000 	    0.076562500000000 	    0.041021696062687 
   2.500000000000000 	    0.031250000000000 	    0.078125000000000 	    0.040237949428897 
   2.550000000000000 	    0.031875000000000 	    0.079687500000000 	    0.039482368800257 
   2.600000000000000 	    0.032500000000000 	    0.081250000000000 	    0.038753398291630 
   2.650000000000000 	    0.033125000000000 	    0.082812500000000 	    0.038049581740489 
   2.700000000000000 	    0.033750000000000 	    0.084375000000000 	    0.037369613705213 
   2.750000000000000 	    0.034375000000000 	    0.085937500000000 	    0.036712250379953 
   2.800000000000000 	    0.035000000000000 	    0.087500000000000 	    0.036076315230387 
   2.850000000000000 	    0.035625000000000 	    0.089062500000000 	    0.035460707518050 
   2.900000000000000 	    0.036250000000000 	    0.090625000000000 	    0.034864398668162 
   2.950000000000000 	    0.036875000000000 	    0.092187500000000 	    0.034286422920223 
   3.000000000000000 	    0.037500000000000 	    0.093750000000000 	    0.033725901684712 
   3.050000000000000 	    0.038125000000000 	    0.095312500000000 	    0.033182006022069 
   3.100000000000000 	    0.038750000000000 	    0.096875000000000 	    0.032653970527786 
   3.150000000000000 	    0.039375000000000 	    0.098437500000000 	    0.032141063977746 
   3.200000000000000 	    0.040000000000000 	    0.100000000000000 	    0.031642590094627 
   3.250000000000000 	    0.040625000000000 	    0.101562500000000 	    0.031157916122792 
   3.300000000000000 	    0.041250000000000 	    0.103125000000000 	    0.030686423790820 
   3.350000000000000 	    0.041875000000000 	    0.104687500000000 	    0.030227558736296 
   3.400000000000000 	    0.042500000000000 	    0.106250000000000 	    0.029780771423256 
   3.450000000000000 	    0.043125000000000 	    0.107812500000000 	    0.029345547515221 
   3.500000000000000 	    0.043750000000000 	    0.109375000000000 	    0.028921398320203 
   3.550000000000000 	    0.044375000000000 	    0.110937500000000 	    0.028507847213576 
   3.600000000000000 	    0.045000000000000 	    0.112500000000000 	    0.028104472013264 
   3.650000000000000 	    0.045625000000000 	    0.114062500000000 	    0.027710849011468 
   3.700000000000000 	    0.046250000000000 	    0.115625000000000 	    0.027326613625356 
   3.750000000000000 	    0.046875000000000 	    0.117187500000000 	    0.026951378661979 
   3.800000000000000 	    0.047500000000000 	    0.118750000000000 	    0.026584797147114 
   3.850000000000000 	    0.048125000000000 	    0.120312500000000 	    0.026226536940009 
   3.900000000000000 	    0.048750000000000 	    0.121875000000000 	    0.025876280435484 
   3.950000000000000 	    0.049375000000000 	    0.123437500000000 	    0.025533723304374 
   4.000000000000000 	    0.050000000000000 	    0.125000000000000 	    0.025198595410356 
   4.050000000000001 	    0.050625000000000 	    0.126562500000000 	    0.024870601079181 
   4.100000000000000 	    0.051250000000000 	    0.128125000000000 	    0.024549477324053 
   4.150000000000000 	    0.051875000000000 	    0.129687500000000 	    0.024234980316836 
   4.200000000000000 	    0.052500000000000 	    0.131250000000000 	    0.023926861090986 
   4.250000000000000 	    0.053125000000000 	    0.132812500000000 	    0.023624883400998 
   4.300000000000001 	    0.053750000000000 	    0.134375000000000 	    0.023328848697247 
   4.350000000000000 	    0.054375000000000 	    0.135937500000000 	    0.023038535332572 
   4.400000000000000 	    0.055000000000000 	    0.137500000000000 	    0.022753741808769 
